#;Família (FB 2020);Espécie (FB 2020);Nome avaliação anterior;Categoria em 2014;Sugestão de Categoria 2021;EW;CR;EN,;VU;Mesma Categoria de Ameaça 2014;Aumentou a Categoria de Ameaça;Reduziu a Categoria de Ameaça;Entrou em Categoria de Ameaça;Saíram da Categoria de Ameaça;Saíram da Lista por serem sinonímias taxonômicas
760;Bromeliaceae;Fernseea bocainensis E.Pereira & Moutinho;Fernseea bocainensis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
761;Bromeliaceae;Fernseea itatiaiae (Wawra) Baker;Fernseea itatiaiae;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
762;Bromeliaceae;Guzmania monostachia (L.) Rusby ex Mez;Guzmania monostachia;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
763;Bromeliaceae;Guzmania sanguinea (André) André ex Mez;Guzmania sanguinea;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
764;Bromeliaceae;Hohenbergia castellanosii L.B.Sm. & Read;Hohenbergia castellanosii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
765;Bromeliaceae;Hohenbergia correia-araujoi E. Pereira & Moutinho;Hohenbergia correia-araujoi;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
766;Bromeliaceae;Hohenbergia littoralis L.B.Sm.;Hohenbergia littoralis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
767;Bromeliaceae;Hoplocryptanthus caracensis (Leme & E. Gross) Leme, S.Heller & Zizka;Cryptanthus caracensis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
768;Bromeliaceae;Hoplocryptanthus glaziovii (Mez) Leme, S.Heller & Zizka;Cryptanthus glazioui;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
769;Bromeliaceae;Karawata depressa (L.B.Sm.) J.R.Maciel & G.Sousa;Aechmea depressa;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
770;Bromeliaceae;Karawata gustavoi  (J.A.Siqueira & Leme) J.R.Maciel & G.Sousa;Aechmea gustavoi;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
771;Bromeliaceae;Lapanthus duartei (L.B.Sm.) Louzada & Versieux;Lapanthus duartei;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
772;Bromeliaceae;Lymania alvimii (L.B.Sm. & R.W.Read) R.W.Read;Lymania alvimii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
773;Bromeliaceae;Lymania azurea Leme;Lymania azurea;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
774;Bromeliaceae;Lymania brachycaulis (E.Morren ex Baker) L.F.Sousa;Lymania brachycaulis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
775;Bromeliaceae;Lymania corallina (Brong. ex Beer) R.W.Read;Lymania corallina;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
776;Bromeliaceae;Lymania globosa Leme;Lymania globosa;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
777;Bromeliaceae;Lymania spiculata Leme & Forzza;Lymania spiculata;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
778;Bromeliaceae;Neoregelia abendrothae L.B.Sm.;Neoregelia abendrothae;;Em Perigo (EN);;;X;;;;;X;;
779;Bromeliaceae;Neoregelia angustibracteolata E.Pereira & Leme;Neoregelia angustibracteolata;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
780;Bromeliaceae;Neoregelia bragarum (E.Pereira & L.B.Sm.) Leme;Neoregelia bragarum;;Em Perigo (EN);;;X;;;;;X;;
781;Bromeliaceae;Neoregelia brownii Leme;Neoregelia brownii;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
782;Bromeliaceae;Neoregelia coimbrae E.Pereira;Neoregelia coimbrae;;Em Perigo (EN);;;X;;;;;X;;
783;Bromeliaceae;Neoregelia coriacea (Antoine) L.B.Sm.;Neoregelia coriacea;;Em Perigo (EN);;;X;;;;;X;;
784;Bromeliaceae;Neoregelia eltoniana W.Weber;Neoregelia eltoniana;;Em Perigo (EN);;;X;;;;;X;;
785;Bromeliaceae;Neoregelia fosteriana L.B.Sm.;Neoregelia fosteriana;;Criticamente em Perigo (CR);;X;;;;;;X;;
786;Bromeliaceae;Neoregelia hoehneana L.B.Sm.;Neoregelia hoehneana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
787;Bromeliaceae;Neoregelia indecora (Mez) L.B.Sm.;Neoregelia indecora;;Em Perigo (EN);;;X;;;;;X;;
788;Bromeliaceae;Neoregelia inexspectata Leme;Neoregelia inexspectata;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
789;Bromeliaceae;Neoregelia lactea H.Luther & Leme;Neoregelia lactea;;Criticamente em Perigo (CR);;X;;;;;;X;;
790;Bromeliaceae;Neoregelia leprosa L.B.Sm.;Neoregelia leprosa;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
791;Bromeliaceae;Neoregelia leucophoea (Baker) L.B.Sm.;Neoregelia leucophoea;;Em Perigo (EN);;;X;;;;;X;;
792;Bromeliaceae;Neoregelia longipedicellata Leme;Neoregelia longipedicellata;;Criticamente em Perigo (CR);;X;;;;;;X;;
793;Bromeliaceae;Neoregelia macahensis (Ule) L.B.Sm.;Neoregelia macahensis;;Em Perigo (EN);;;X;;;;;X;;
794;Bromeliaceae;Neoregelia menescalii Leme;Neoregelia menescalii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
795;Bromeliaceae;Neoregelia oligantha L.B.Sm.;Neoregelia oligantha;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
796;Bromeliaceae;Neoregelia paulistana E.Pereira;Neoregelia paulistana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
797;Bromeliaceae;Neoregelia pernambucana Leme & J.A.Siqueira;Neoregelia pernambucana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
798;Bromeliaceae;Neoregelia petropolitana Leme;Neoregelia petropolitana;;Em Perigo (EN);;;X;;;;;X;;
799;Bromeliaceae;Neoregelia roethii W.Weber;Neoregelia roethii;;Criticamente em Perigo (CR);;X;;;;;;X;;
800;Bromeliaceae;Neoregelia ruschii Leme & B.R.Silva;Neoregelia ruschii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
801;Bromeliaceae;Neoregelia sanguinea Leme;Neoregelia sanguinea;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
802;Bromeliaceae;Neoregelia sapiatibensis E.Pereira & I.A.Penna;Neoregelia sapiatibensis;;Em Perigo (EN);;;X;;;;;X;;
803;Bromeliaceae;Neoregelia tenebrosa Leme;Neoregelia tenebrosa;;Em Perigo (EN);;;X;;;;;X;;
804;Bromeliaceae;Nidularium altimontanum Leme;Nidularium altimontanum;;Criticamente em Perigo (CR);;X;;;;;;X;;
805;Bromeliaceae;Nidularium angustifolium Ule;Nidularium angustifolium;;Em Perigo (EN);;;X;;;;;X;;
806;Bromeliaceae;Nidularium apiculatum L.B.Sm.;Nidularium apiculatum;;Vulnerável (VU);;;;X;;;;X;;
807;Bromeliaceae;Nidularium atalaiaense E.Pereira & Leme;Nidularium atalaiaense;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
808;Bromeliaceae;Nidularium azureum (L.B.Sm.) Leme;Nidularium azureum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
809;Bromeliaceae;Nidularium bocainense Leme;Nidularium bocainense;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
810;Bromeliaceae;Nidularium corallinum (Leme) Leme;Nidularium corallinum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
811;Bromeliaceae;Nidularium ferrugineum Leme;Nidularium ferrugineum;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
812;Bromeliaceae;Nidularium fradense Leme;Nidularium fradense;;Em Perigo (EN);;;X;;;;;X;;
813;Bromeliaceae;Nidularium fulgens Lem.;Nidularium fulgens;;Vulnerável (VU);;;;X;;;;X;;
814;Bromeliaceae;Nidularium itatiaiae L.B.Sm.;Nidularium itatiaiae;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
815;Bromeliaceae;Nidularium jonesianum Leme;Nidularium jonesianum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
816;Bromeliaceae;Nidularium kautskyanum Leme;Nidularium kautskyanum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
817;Bromeliaceae;Nidularium mangaratibense Leme;Nidularium mangaratibense;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
818;Bromeliaceae;Nidularium minutum Mez;Nidularium minutum;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
819;Bromeliaceae;Nidularium rosulatum Ule;Nidularium rosulatum;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
820;Bromeliaceae;Nidularium serratum Leme;Nidularium serratum;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
821;Bromeliaceae;Nidularium utriculosum Ule;Nidularium utriculosum;Vulnerável (VU);Criticamente em Perigo (CR);;X;;;;X;;;;
822;Bromeliaceae;Nidularium viridipetalum Leme;Nidularium viridipetalum;;Em Perigo (EN);;;X;;;;;X;;
823;Bromeliaceae;Orthophytum duartei L.B.Sm.;Orthophytum duartei;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
824;Bromeliaceae;Orthophytum foliosum L.B.Sm.;Orthophytum foliosum;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
825;Bromeliaceae;Orthophytum fosterianum L.B.Sm.;Orthophytum fosterianum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
826;Bromeliaceae;Orthophytum grossiorum Leme & C.C.Paula;Orthophytum grossiorum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
827;Bromeliaceae;Orthophytum magalhaesii L.B.Sm.;Orthophytum magalhaesii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
828;Bromeliaceae;Orthophytum zanonii Leme;Orthophytum zanonii;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
829;Bromeliaceae;Pitcairnia albiflos Herb.;Pitcairnia albiflos;Em Perigo (EN);Vulnerável (VU);;;;X;;;X;;;
830;Bromeliaceae;Pitcairnia bradei Markgr.;Pitcairnia bradei;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
831;Bromeliaceae;Pitcairnia burlemarxii R.Braga & Sucre;Pitcairnia burle-marxii;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
832;Bromeliaceae;Pitcairnia corcovadensis Wawra;Pitcairnia corcovadensis;;Vulnerável (VU);;;;X;;;;X;;
833;Bromeliaceae;Pitcairnia decidua L.B.Sm.;Pitcairnia decidua;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
834;Bromeliaceae;Pitcairnia encholirioides L.B.Sm.;Pitcairnia encholirioides;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
835;Bromeliaceae;Pitcairnia glaziovii Baker;Pitcairnia glaziovii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
836;Bromeliaceae;Pitcairnia insularis Tatagiba & R.J.V.Alves;Pitcairnia insularis;;Criticamente em Perigo (CR);;X;;;;;;X;;
837;Bromeliaceae;Pitcairnia limae L.B.Sm.;Pitcairnia limae;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
838;Bromeliaceae;Pitcairnia staminea G.Lodd.;Pitcairnia staminea;;Em Perigo (EN);;;X;;;;;X;;
839;Bromeliaceae;Pitcairnia suaveolens Lindl.;Pitcairnia suaveolens;;Em Perigo (EN);;;X;;;;;X;;
840;Bromeliaceae;Pitcairnia wendtiae Tatagiba & B.R.Silva;Pitcairnia wendtiae;;Criticamente em Perigo (CR);;X;;;;;;X;;
841;Bromeliaceae;Portea alatisepala Philcox;Portea alatisepala;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
842;Bromeliaceae;Portea fosteriana L.B.Sm.;Portea fosteriana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
843;Bromeliaceae;Portea grandiflora Philcox;Portea grandiflora;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
844;Bromeliaceae;Portea kermesina K.Koch;Portea kermesina;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
845;Bromeliaceae;Portea nana Leme & H.Luther;Portea nana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
846;Bromeliaceae;Quesnelia kautskyi C.M.Vieira;Quesnelia kautskyi;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
847;Bromeliaceae;Quesnelia lateralis Wawra;Quesnelia lateralis;;Vulnerável (VU);;;;X;;;;X;;
848;Bromeliaceae;Quesnelia seideliana L.B.Sm. & R. Reitz;Quesnelia seideliana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
849;Bromeliaceae;Rokautskyia caulescens (I.Ramírez) Leme, S.Heller & Zizka;Cryptanthus caulescens;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
850;Bromeliaceae;Rokautskyia exaltata (H.Luther) Leme, S.Heller & Zizka;Cryptanthus exaltatus;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
851;Bromeliaceae;Rokautskyia fernseeoides (Leme) Leme, S.Heller & Zizka;Cryptanthus fernseeoides;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
852;Bromeliaceae;Rokautskyia odoratissima (Leme) Leme, S.Heller & Zizka;Cryptanthus odoratissimus;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
853;Bromeliaceae;Rokautskyia pseudoscaposa (L.B.Sm.) Leme, S.Heller & Zizka;Cryptanthus pseudoscaposus;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
854;Bromeliaceae;Rokautskyia robertokautskyi (Leme) Leme, S.Heller & Zizka;Cryptanthus roberto-kautskyi;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
855;Bromeliaceae;Rokautskyia scaposa (E.Pereira) Leme, S.Heller & Zizka;Cryptanthus scaposus;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
856;Bromeliaceae;Rokautskyia whitmanii (Leme) Leme, S.Heller & Zizka;Cryptanthus whitmanii;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
857;Bromeliaceae;Sincoraea amoena Ule;Orthophytum amoenum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
858;Bromeliaceae;Sincoraea humilis (L.B.Sm.) Louzada & Wand.;Orthophytum humile;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
859;Bromeliaceae;Stigmatodon amadoi (Leme) Leme, G.K.Br. & Barfuss;Vriesea amadoi;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
860;Bromeliaceae;Stigmatodon brassicoides (Baker) Leme, G.K.Br. & Barfuss;Vriesea brassicoides;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
861;Bromeliaceae;Stigmatodon costae (B.R.Silva & Leme) Leme, G.K.Br. & Barfuss;Vriesea costae;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
862;Bromeliaceae;Stigmatodon funebris  (L.B.Sm.) Leme, G.K.Br. & Barfuss;Vriesea funebris;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
863;Bromeliaceae;Stigmatodon goniorachis (Baker) Leme, G.K.Br. & Barfuss;Vriesea goniorachis;;Em Perigo (EN);;;X;;;;;X;;
864;Bromeliaceae;Stigmatodon harrylutheri (Leme & G.K.Br.) Leme, G.K.Br. & Barfuss;Vriesea harrylutheri;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
865;Bromeliaceae;Tillandsia afonsoana T. Strehl;Tillandsia afonsoana;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
866;Bromeliaceae;Tillandsia araujei Mez;Tillandsia araujei;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
867;Bromeliaceae;Tillandsia brachyphylla Baker;Tillandsia brachyphylla;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
868;Bromeliaceae;Tillandsia carminea W.Till;Tillandsia carminea;;Em Perigo (EN);;;X;;;;;X;;
869;Bromeliaceae;Tillandsia crocata (E.Morren) Baker;Tillandsia crocata;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
870;Bromeliaceae;Tillandsia grazielae D.Sucre & R.Braga;Tillandsia grazielae;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
871;Bromeliaceae;Tillandsia heubergeri Ehlers;Tillandsia heubergeri;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
872;Bromeliaceae;Tillandsia jonesii T. Strehl;Tillandsia jonesii;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
873;Bromeliaceae;Tillandsia kautskyi E.Pereira;Tillandsia kautskyi;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
874;Bromeliaceae;Tillandsia neglecta E.Pereira;Tillandsia neglecta;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
875;Bromeliaceae;Tillandsia reclinata E.Pereira & Martinelli;Tillandsia reclinata;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
876;Bromeliaceae;Tillandsia roseiflora Ehlers;Tillandsia roseiflora;;Em Perigo (EN);;;X;;;;;X;;
877;Bromeliaceae;Tillandsia sucrei E.Pereira;Tillandsia sucrei;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
878;Bromeliaceae;Tillandsia xiphioides Ker Gawl.;Tillandsia xiphioides;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
879;Bromeliaceae;Vriesea agostiniana E.Pereira;Vriesea agostiniana;;Em Perigo (EN);;;X;;;;;X;;
880;Bromeliaceae;Vriesea altimontana E.Pereira & Martinelli;Vriesea altimontana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
881;Bromeliaceae;Vriesea altomacaensis A.F.Costa;Vriesea altomacaensis;Criticamente em Perigo (CR);Vulnerável (VU);;;;X;;;X;;;
882;Bromeliaceae;Vriesea amethystina E.Morren;Vriesea amethystina;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
883;Bromeliaceae;Vriesea arachnoidea A.F.Costa;Vriesea arachnoidea;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
884;Bromeliaceae;Vriesea biguassuensis Reitz;Vriesea biguassuensis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
885;Bromeliaceae;Vriesea bleherae Roth & W. Weber;Vriesea bleherae;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
886;Bromeliaceae;Vriesea botafogensis Mez;Vriesea botafogensis;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;X;;;
887;Bromeliaceae;Vriesea cacuminis L.B.Sm.;Vriesea cacuminis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
888;Bromeliaceae;Vriesea calimaniana Leme & W.Till;Vriesea calimaniana;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
889;Bromeliaceae;Vriesea cearensis L.B.Sm.;Vriesea cearensis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
890;Bromeliaceae;Vriesea delicatula L.B.Sm.;Vriesea delicatula;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
891;Bromeliaceae;Vriesea diamantinensis Leme;Vriesea diamantinensis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
892;Bromeliaceae;Vriesea eltoniana E.Pereira & I.A.Penna;Vriesea eltoniana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
893;Bromeliaceae;Vriesea fluminensis E.Pereira;Vriesea fluminensis;;Em Perigo (EN);;;X;;;;;X;;
894;Bromeliaceae;Vriesea fontourae B.R.Silva;Vriesea fontourae;;Criticamente em Perigo (CR);;X;;;;;;X;;
895;Bromeliaceae;Vriesea fradensis A.F.Costa;Vriesea fradensis;;Criticamente em Perigo (CR);;X;;;;;;X;;
896;Bromeliaceae;Vriesea garlippiana Leme;Vriesea garlippiana;;Em Perigo (EN);;;X;;;;;X;;
897;Bromeliaceae;Vriesea gracilior (L.B.Sm.) Leme;Vriesea gracilior;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
898;Bromeliaceae;Vriesea kautskyana E.Pereira & I.A.Penna;Vriesea kautskyana;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
899;Bromeliaceae;Vriesea leptantha Harms;Vriesea leptantha;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
900;Bromeliaceae;Vriesea longistaminea C.C.Paula & Leme;Vriesea longistaminea;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
901;Bromeliaceae;Vriesea menescalii E.Pereira & Leme;Vriesea menescalii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
902;Bromeliaceae;Vriesea minarum L.B.Sm.;Vriesea minarum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
903;Bromeliaceae;Vriesea nubicola Leme;Vriesea nubicola;;Criticamente em Perigo (CR);;X;;;;;;X;;
904;Bromeliaceae;Vriesea pastuchoffiana Glaz.;Vriesea pastuchoffiana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
905;Bromeliaceae;Vriesea penduliflora L.B.Sm.;Vriesea penduliflora;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
906;Bromeliaceae;Vriesea pinottii Reitz;Vriesea pinottii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
907;Bromeliaceae;Vriesea racinae L.B.Sm.;Vriesea racinae;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
908;Bromeliaceae;Vriesea rubyae E.Pereira;Vriesea rubyae;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;X;;;
909;Bromeliaceae;Vriesea saundersii (Carrière) E.Morren ex Mez;Vriesea saundersii;;Em Perigo (EN);;;X;;;;;X;;
910;Bromeliaceae;Vriesea saxicola L.B.Sm.;Vriesea saxicola;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
911;Bromeliaceae;Vriesea sazimae Leme;Vriesea sazimae;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
912;Bromeliaceae;Vriesea sucrei L.B.Sm. & Read;Vriesea sucrei;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
913;Bromeliaceae;Vriesea teresopolitana Leme;Vriesea teresopolitana;;Criticamente em Perigo (CR);;X;;;;;;X;;
914;Bromeliaceae;Vriesea thyrsoidea Mez;Vriesea thyrsoidea;;Em Perigo (EN);;;X;;;;;X;;
915;Bromeliaceae;Vriesea vidalii L.B.Sm. & Handro;Vriesea vidalii;;Vulnerável (VU);;;;X;;;;X;;
916;Bromeliaceae;Vriesea warmingii E.Morren;Vriesea warmingii;;Em Perigo (EN);;;X;;;;;X;;
917;Bromeliaceae;Vriesea wawranea Antoine;Vriesea wawranea;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
918;Bromeliaceae;Vriesea weberi E.Pereira & I.A.Penna;Vriesea weberi;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
919;Bromeliaceae;Vriesea zildae R.Moura & A.F.Costa;Vriesea zildae;;Vulnerável (VU);;;;X;;;;X;;
920;Bromeliaceae;Wittrockia superba Lindm.;Wittrockia superba;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
921;Bruchiaceae;Pringleella subulata (Müll.Hal.) Broth.;Pringleella subulata;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
922;Burseraceae;Bursera pereirae Daly;Bursera pereirae;;Em Perigo (EN);;;X;;;;;X;;
923;Burseraceae;Bursera simaruba (L.) Sarg.;Bursera simaruba;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
924;Burseraceae;Dacryodes edilsonii Daly;Dacryodes edilsonii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
925;Burseraceae;Protium bahianum Daly;Protium bahianum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
926;Burseraceae;Protium breviacuminatum (Swart) Byng & Christenh.;Protium breviacuminatum;;Em Perigo (EN);;;X;;;;;X;;
927;Burseraceae;Protium catuaba (Soares da Cunha) Daly & P.Fine;Tetragastris catuaba;;Vulnerável (VU);;;;X;;;;X;;
928;Burseraceae;Protium giganteum var. crassifolium (Engl.) Daly;Protium giganteum var. crassifolium;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
929;Burseraceae;Protium glaziovii Swart;Protium glaziovii;;Em Perigo (EN);;;X;;;;;X;;
930;Burseraceae;Protium icicariba var. talmonii Daly;Protium icicariba var. talmonii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
931;Burseraceae;Protium inodorum Daly;Protium inodorum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
932;Burseraceae;Protium occhionii Rizzini;Tetragastris occhionii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
933;Burseraceae;Trattinnickia ferruginea Kuhlm.;Trattinnickia ferruginea;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
934;Burseraceae;Trattinnickia mensalis Daly;Trattinnickia mensalis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
935;Cactaceae;Arrojadoa bahiensis (P.J.Braun & Esteves) N.P.Taylor & Eggli;Arrojadoa bahiensis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
936;Cactaceae;Arrojadoa eriocaulis Buining & Brederoo;Arrojadoa eriocaulis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
937;Cactaceae;Arthrocereus glaziovii (K.Schum.) N.P.Taylor & Zappi;Arthrocereus glaziovii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
938;Cactaceae;Arthrocereus melanurus (K.Schum.) Diers et al. subsp. melanurus;Arthrocereus melanurus subsp. melanurus;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
939;Cactaceae;Arthrocereus melanurus subsp. magnus N.P.Taylor & Zappi;Arthrocereus melanurus subsp. magnus;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
940;Cactaceae;Arthrocereus melanurus subsp. odorus (Ritter) N.P.Taylor & Zappi;Arthrocereus melanurus subsp. odorus;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
941;Cactaceae;Arthrocereus rondonianus Backeb. & Voll;Arthrocereus rondonianus;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
942;Cactaceae;Brasilicereus markgrafii Backeb. & Voll;Brasilicereus markgrafii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
943;Cactaceae;Cereus mirabella N.P.Taylor;Cereus mirabella;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
944;Cactaceae;Cipocereus bradei (Backeb. & Voll) Zappi & N.P.Taylor;Cipocereus bradei;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
945;Cactaceae;Cipocereus crassisepalus (Buining & Brederoo) Zappi & N.P.Taylor;Cipocereus crassisepalus;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
